Year,Geography,Measure,Value
1989,N92000002,Heating Degree Day Trend,2573.53
1990,N92000002,Heating Degree Day Trend,2559.79
1991,N92000002,Heating Degree Day Trend,2545.96
1992,N92000002,Heating Degree Day Trend,2531.18
1993,N92000002,Heating Degree Day Trend,2515.22
1994,N92000002,Heating Degree Day Trend,2498.54
1995,N92000002,Heating Degree Day Trend,2483.3
1996,N92000002,Heating Degree Day Trend,2470.88
1997,N92000002,Heating Degree Day Trend,2456.97
1998,N92000002,Heating Degree Day Trend,2445.29
1999,N92000002,Heating Degree Day Trend,2435.25
2000,N92000002,Heating Degree Day Trend,2426.15
2001,N92000002,Heating Degree Day Trend,2418.6
2002,N92000002,Heating Degree Day Trend,2412.3
2003,N92000002,Heating Degree Day Trend,2407.78
2004,N92000002,Heating Degree Day Trend,2404.3
2005,N92000002,Heating Degree Day Trend,2401.55
2006,N92000002,Heating Degree Day Trend,2399.8
2007,N92000002,Heating Degree Day Trend,2399.33
2008,N92000002,Heating Degree Day Trend,2400.7
2009,N92000002,Heating Degree Day Trend,2401.69
2010,N92000002,Heating Degree Day Trend,2402.48
2011,N92000002,Heating Degree Day Trend,2399.27
2012,N92000002,Heating Degree Day Trend,2397.78
2013,N92000002,Heating Degree Day Trend,2395.22
2014,N92000002,Heating Degree Day Trend,2390.71
2015,N92000002,Heating Degree Day Trend,2387.06
2016,N92000002,Heating Degree Day Trend,2383.34
2017,N92000002,Heating Degree Day Trend,2379.65
2018,N92000002,Heating Degree Day Trend,2377.05
2019,N92000002,Heating Degree Day Trend,2374.23
2020,N92000002,Heating Degree Day Trend,2371.08
2021,N92000002,Heating Degree Day Trend,2369.6
2022,N92000002,Heating Degree Day Trend,2368.59
